from,to,cost
30_74,31_74,1
30_75,30_76,1
30_76,30_77,1
30_77,30_78,1
31_1,31_2,1
31_1,32_1,1
31_2,31_3,1
31_2,32_2,1
31_3,31_4,1
31_3,32_3,1
31_4,31_5,1
31_4,32_4,1
31_5,32_5,1
31_7,31_8,1
31_7,32_7,1
31_8,31_9,1
31_8,32_8,1
31_9,31_10,1
31_9,32_9,1
31_10,31_11,1
31_10,32_10,1
31_11,31_12,1
31_11,32_11,1
31_12,31_13,1
31_12,32_12,1
31_13,31_14,1
31_13,32_13,1
31_14,31_15,1
31_14,32_14,1
31_15,31_16,1
31_15,32_15,1
31_16,31_17,1
31_16,32_16,1
31_17,31_18,1
31_17,32_17,1
31_18,32_18,1
31_20,31_21,1
31_20,32_20,1
31_21,31_22,1
31_21,32_21,1
31_22,31_23,1
31_22,32_22,1
31_23,31_24,1
31_23,32_23,1
31_24,31_25,1
31_24,32_24,1
31_25,31_26,1
31_25,32_25,1
31_26,31_27,1
31_26,32_26,1
31_27,31_28,1
31_27,32_27,1
31_28,31_29,1
31_28,32_28,1
31_29,31_30,1
31_29,32_29,1
31_30,31_31,1
31_30,32_30,1
31_31,31_32,1
31_31,32_31,1
31_32,31_33,1
31_32,32_32,1
31_33,31_34,1
31_33,32_33,1
31_34,31_35,1
31_34,32_34,1
31_35,31_36,1
31_35,32_35,1
31_36,31_37,1
31_36,32_36,1
31_37,31_38,1
31_37,32_37,1
31_38,31_39,1
31_38,32_38,1
31_39,31_40,1
31_39,32_39,1
31_40,31_41,1
31_40,32_40,1
31_41,31_42,1
31_41,32_41,1
31_42,31_43,1
31_42,32_42,1
31_43,31_44,1
31_43,32_43,1
31_44,32_44,1
31_46,31_47,1
31_46,32_46,1
31_47,31_48,1
31_47,32_47,1
31_48,31_49,1
31_48,32_48,1
31_49,31_50,1
31_49,32_49,1
31_50,31_51,1
31_50,32_50,1
31_51,31_52,1
31_51,32_51,1
31_52,31_53,1
31_52,32_52,1
31_53,31_54,1
31_53,32_53,1
31_54,31_55,1
31_54,32_54,1
31_55,31_56,1
31_55,32_55,1
31_56,31_57,1
31_56,32_56,1
31_57,31_58,1
31_57,32_57,1
31_58,31_59,1
31_58,32_58,1
31_59,31_60,1
31_59,32_59,1
31_60,31_61,1
31_60,32_60,1
31_61,31_62,1
31_61,32_61,1
31_62,31_63,1
31_62,32_62,1
31_63,31_64,1
31_63,32_63,1
31_64,31_65,1
31_64,32_64,1
31_65,31_66,1
31_65,32_65,1
31_66,31_67,1
31_66,32_66,1
31_67,31_68,1
31_67,32_67,1
31_68,31_69,1
31_68,32_68,1
31_69,31_70,1
31_69,32_69,1
31_70,31_71,1
31_70,32_70,1
31_71,31_72,1
31_71,32_71,1
31_72,31_73,1
31_72,32_72,1
31_73,31_74,1
31_73,32_73,1
31_74,32_74,1
32_1,32_2,1
32_1,33_1,1
32_2,32_3,1
32_2,33_2,1
32_3,32_4,1
32_3,33_3,1
32_4,32_5,1
32_4,33_4,1
32_5,33_5,1
32_7,32_8,1
32_7,33_7,1
32_8,32_9,1
32_8,33_8,1
32_9,32_10,1
32_9,33_9,1
32_10,32_11,1
32_10,33_10,1
32_11,32_12,1
32_11,33_11,1
32_12,32_13,1
32_12,33_12,1
32_13,32_14,1
32_13,33_13,1
32_14,32_15,1
32_14,33_14,1
32_15,32_16,1
32_15,33_15,1
32_16,32_17,1
32_16,33_16,1
32_17,32_18,1
32_17,33_17,1
32_18,33_18,1
32_20,32_21,1
32_20,33_20,1
32_21,32_22,1
32_21,33_21,1
32_22,32_23,1
32_22,33_22,1
32_23,32_24,1
32_23,33_23,1
32_24,32_25,1
32_24,33_24,1
32_25,32_26,1
32_25,33_25,1
32_26,32_27,1
32_26,33_26,1
32_27,32_28,1
32_27,33_27,1
32_28,32_29,1
32_28,33_28,1
32_29,32_30,1
32_29,33_29,1
32_30,32_31,1
32_30,33_30,1
32_31,32_32,1
32_31,33_31,1
32_32,32_33,1
32_32,33_32,1
32_33,32_34,1
32_33,33_33,1
32_34,32_35,1
32_34,33_34,1
32_35,32_36,1
32_35,33_35,1
32_36,32_37,1
32_36,33_36,1
32_37,32_38,1
32_37,33_37,1
32_38,32_39,1
32_38,33_38,1
32_39,32_40,1
32_39,33_39,1
32_40,32_41,1
32_40,33_40,1
32_41,32_42,1
32_41,33_41,1
32_42,32_43,1
32_42,33_42,1
32_43,32_44,1
32_43,33_43,1
32_44,33_44,1
32_46,32_47,1
32_46,33_46,1
32_47,32_48,1
32_47,33_47,1
32_48,32_49,1
32_48,33_48,1
32_49,32_50,1
32_49,33_49,1
32_50,32_51,1
32_50,33_50,1
32_51,32_52,1
32_51,33_51,1
32_52,32_53,1
32_53,32_54,1
32_54,32_55,1
32_55,32_56,1
32_56,32_57,1
32_57,32_58,1
32_58,32_59,1
32_58,33_58,1
32_59,32_60,1
32_59,33_59,1
32_60,32_61,1
32_60,33_60,1
32_61,32_62,1
32_61,33_61,1
32_62,32_63,1
32_62,33_62,1
32_63,32_64,1
32_63,33_63,1
32_64,32_65,1
32_64,33_64,1
32_65,32_66,1
32_65,33_65,1
32_66,32_67,1
32_66,33_66,1
32_67,32_68,1
32_67,33_67,1
32_68,32_69,1
32_68,33_68,1
32_69,32_70,1
32_69,33_69,1
32_70,32_71,1
32_70,33_70,1
32_71,32_72,1
32_71,33_71,1
32_72,32_73,1
32_72,33_72,1
32_73,32_74,1
32_73,33_73,1
32_74,32_75,1
32_74,33_74,1
32_75,32_76,1
32_75,33_75,1
32_76,32_77,1
32_76,33_76,1
32_77,32_78,1
32_77,33_77,1
32_78,33_78,1
33_1,33_2,1
33_1,34_1,1
33_2,33_3,1
33_2,34_2,1
33_3,33_4,1
33_3,34_3,1
33_4,33_5,1
33_4,34_4,1
33_5,34_5,1
33_7,33_8,1
33_7,34_7,1
33_8,33_9,1
33_8,34_8,1
33_9,33_10,1
33_9,34_9,1
33_10,33_11,1
33_10,34_10,1
33_11,33_12,1
33_11,34_11,1
33_12,33_13,1
33_12,34_12,1
33_13,33_14,1
33_13,34_13,1
33_14,33_15,1
33_14,34_14,1
33_15,33_16,1
33_15,34_15,1
33_16,33_17,1
33_16,34_16,1
33_17,33_18,1
33_17,34_17,1
33_18,34_18,1
33_20,33_21,1
33_20,34_20,1
33_21,33_22,1
33_21,34_21,1
33_22,33_23,1
33_22,34_22,1
33_23,33_24,1
33_23,34_23,1
33_24,33_25,1
33_24,34_24,1
33_25,33_26,1
33_25,34_25,1
33_26,33_27,1
33_26,34_26,1
33_27,33_28,1
33_27,34_27,1
33_28,33_29,1
33_28,34_28,1
33_29,33_30,1
33_29,34_29,1
33_30,33_31,1
33_30,34_30,1
33_31,33_32,1
33_31,34_31,1
33_32,33_33,1
33_32,34_32,1
33_33,33_34,1
33_33,34_33,1
33_34,33_35,1
33_34,34_34,1
33_35,33_36,1
33_35,34_35,1
33_36,33_37,1
33_36,34_36,1
33_37,33_38,1
33_37,34_37,1
33_38,33_39,1
33_38,34_38,1
33_39,33_40,1
33_39,34_39,1
33_40,33_41,1
33_40,34_40,1
33_41,33_42,1
33_41,34_41,1
33_42,33_43,1
33_42,34_42,1
33_43,33_44,1
33_43,34_43,1
33_44,34_44,1
33_46,33_47,1
33_46,34_46,1
33_47,33_48,1
33_47,34_47,1
33_48,33_49,1
33_48,34_48,1
33_49,33_50,1
33_49,34_49,1
33_50,33_51,1
33_50,34_50,1
33_51,34_51,1
33_58,33_59,1
33_58,34_58,1
33_59,33_60,1
33_59,34_59,1
33_60,33_61,1
33_60,34_60,1
33_61,33_62,1
33_61,34_61,1
33_62,33_63,1
33_62,34_62,1
33_63,33_64,1
33_63,34_63,1
33_64,33_65,1
33_64,34_64,1
33_65,33_66,1
33_65,34_65,1
33_66,33_67,1
33_66,34_66,1
33_67,33_68,1
33_67,34_67,1
33_68,33_69,1
33_68,34_68,1
33_69,33_70,1
33_69,34_69,1
33_70,33_71,1
33_70,34_70,1
33_71,33_72,1
33_71,34_71,1
33_72,33_73,1
33_72,34_72,1
33_73,33_74,1
33_73,34_73,1
33_74,33_75,1
33_74,34_74,1
33_75,33_76,1
33_75,34_75,1
33_76,33_77,1
33_76,34_76,1
33_77,33_78,1
33_77,34_77,1
33_78,34_78,1
34_1,34_2,1
34_1,35_1,1
34_2,34_3,1
34_2,35_2,1
34_3,34_4,1
34_3,35_3,1
34_4,34_5,1
34_4,35_4,1
34_5,35_5,1
34_7,34_8,1
34_7,35_7,1
34_8,34_9,1
34_8,35_8,1
34_9,34_10,1
34_9,35_9,1
34_10,34_11,1
34_10,35_10,1
34_11,34_12,1
34_11,35_11,1
34_12,34_13,1
34_12,35_12,1
34_13,34_14,1
34_13,35_13,1
34_14,34_15,1
34_14,35_14,1
34_15,34_16,1
34_15,35_15,1
34_16,34_17,1
34_16,35_16,1
34_17,34_18,1
34_17,35_17,1
34_18,34_19,1
34_18,35_18,1
34_19,34_20,1
34_19,35_19,1
34_20,34_21,1
34_20,35_20,1
34_21,34_22,1
34_21,35_21,1
34_22,34_23,1
34_22,35_22,1
34_23,34_24,1
34_23,35_23,1
34_24,34_25,1
34_24,35_24,1
34_25,34_26,1
34_25,35_25,1
34_26,34_27,1
34_26,35_26,1
34_27,34_28,1
34_27,35_27,1
34_28,34_29,1
34_28,35_28,1
34_29,34_30,1
34_29,35_29,1
34_30,34_31,1
34_30,35_30,1
34_31,34_32,1
34_31,35_31,1
34_32,34_33,1
34_32,35_32,1
34_33,34_34,1
34_33,35_33,1
34_34,34_35,1
34_34,35_34,1
34_35,34_36,1
34_35,35_35,1
34_36,34_37,1
34_36,35_36,1
34_37,34_38,1
34_37,35_37,1
34_38,34_39,1
34_38,35_38,1
34_39,34_40,1
34_39,35_39,1
34_40,34_41,1
34_40,35_40,1
34_41,34_42,1
34_41,35_41,1
34_42,34_43,1
34_42,35_42,1
34_43,34_44,1
34_43,35_43,1
34_44,35_44,1
34_46,34_47,1
34_46,35_46,1
34_47,34_48,1
34_47,35_47,1
34_48,34_49,1
34_48,35_48,1
34_49,34_50,1
34_49,35_49,1
34_50,34_51,1
34_50,35_50,1
34_51,34_52,1
34_51,35_51,1
34_52,34_53,1
34_52,35_52,1
34_53,34_54,1
34_53,35_53,1
34_54,34_55,1
34_54,35_54,1
34_55,34_56,1
34_55,35_55,1
34_56,34_57,1
34_56,35_56,1
34_57,34_58,1
34_57,35_57,1
34_58,34_59,1
34_58,35_58,1
34_59,34_60,1
34_59,35_59,1
34_60,34_61,1
34_60,35_60,1
34_61,34_62,1
34_61,35_61,1
34_62,34_63,1
34_62,35_62,1
34_63,34_64,1
34_63,35_63,1
34_64,34_65,1
34_64,35_64,1
34_65,34_66,1
34_65,35_65,1
34_66,34_67,1
34_66,35_66,1
34_67,34_68,1
34_67,35_67,1
34_68,34_69,1
34_68,35_68,1
34_69,34_70,1
34_69,35_69,1
34_70,34_71,1
34_70,35_70,1
34_71,34_72,1
34_71,35_71,1
34_72,34_73,1
34_72,35_72,1
34_73,34_74,1
34_73,35_73,1
34_74,34_75,1
34_74,35_74,1
34_75,34_76,1
34_75,35_75,1
34_76,34_77,1
34_76,35_76,1
34_77,34_78,1
34_77,35_77,1
34_78,35_78,1
35_1,35_2,1
35_1,36_1,1
35_2,35_3,1
35_2,36_2,1
35_3,35_4,1
35_3,36_3,1
35_4,35_5,1
35_4,36_4,1
35_5,36_5,1
35_7,35_8,1
35_7,36_7,1
35_8,35_9,1
35_8,36_8,1
35_9,35_10,1
35_9,36_9,1
35_10,35_11,1
35_10,36_10,1
35_11,35_12,1
35_11,36_11,1
35_12,35_13,1
35_12,36_12,1
35_13,35_14,1
35_13,36_13,1
35_14,35_15,1
35_14,36_14,1
35_15,35_16,1
35_15,36_15,1
35_16,35_17,1
35_16,36_16,1
35_17,35_18,1
35_17,36_17,1
35_18,35_19,1
35_18,36_18,1
35_19,35_20,1
35_19,36_19,1
35_20,35_21,1
35_20,36_20,1
35_21,35_22,1
35_21,36_21,1
35_22,35_23,1
35_22,36_22,1
35_23,35_24,1
35_23,36_23,1
35_24,35_25,1
35_24,36_24,1
35_25,35_26,1
35_25,36_25,1
35_26,35_27,1
35_26,36_26,1
35_27,35_28,1
35_27,36_27,1
35_28,35_29,1
35_28,36_28,1
35_29,35_30,1
35_29,36_29,1
35_30,35_31,1
35_30,36_30,1
35_31,35_32,1
35_31,36_31,1
35_32,35_33,1
35_32,36_32,1
35_33,35_34,1
35_33,36_33,1
35_34,35_35,1
35_34,36_34,1
35_35,35_36,1
35_35,36_35,1
35_36,35_37,1
35_36,36_36,1
35_37,35_38,1
35_37,36_37,1
35_38,35_39,1
35_38,36_38,1
35_39,35_40,1
35_39,36_39,1
35_40,35_41,1
35_40,36_40,1
35_41,35_42,1
35_41,36_41,1
35_42,35_43,1
35_42,36_42,1
35_43,35_44,1
35_43,36_43,1
35_44,36_44,1
35_46,35_47,1
35_46,36_46,1
35_47,35_48,1
35_47,36_47,1
35_48,35_49,1
35_48,36_48,1
35_49,35_50,1
35_49,36_49,1
35_50,35_51,1
35_50,36_50,1
35_51,35_52,1
35_51,36_51,1
35_52,35_53,1
35_52,36_52,1
35_53,35_54,1
35_53,36_53,1
35_54,35_55,1
35_54,36_54,1
35_55,35_56,1
35_55,36_55,1
35_56,35_57,1
35_56,36_56,1
35_57,35_58,1
35_57,36_57,1
35_58,35_59,1
35_58,36_58,1
35_59,35_60,1
35_59,36_59,1
35_60,35_61,1
35_60,36_60,1
35_61,35_62,1
35_61,36_61,1
35_62,35_63,1
35_62,36_62,1
35_63,35_64,1
35_63,36_63,1
35_64,35_65,1
35_64,36_64,1
35_65,35_66,1
35_65,36_65,1
35_66,35_67,1
35_66,36_66,1
35_67,35_68,1
35_67,36_67,1
35_68,35_69,1
35_68,36_68,1
35_69,35_70,1
35_69,36_69,1
35_70,35_71,1
35_70,36_70,1
35_71,35_72,1
35_71,36_71,1
35_72,35_73,1
35_72,36_72,1
35_73,35_74,1
35_73,36_73,1
35_74,35_75,1
35_74,36_74,1
35_75,35_76,1
35_75,36_75,1
35_76,35_77,1
35_76,36_76,1
35_77,35_78,1
35_77,36_77,1
35_78,36_78,1
36_1,36_2,1
36_1,37_1,1
36_2,36_3,1
36_2,37_2,1
36_3,36_4,1
36_3,37_3,1
36_4,36_5,1
36_4,37_4,1
36_5,37_5,1
36_7,36_8,1
36_7,37_7,1
36_8,36_9,1
36_8,37_8,1
36_9,36_10,1
36_9,37_9,1
36_10,36_11,1
36_10,37_10,1
36_11,36_12,1
36_11,37_11,1
36_12,36_13,1
36_12,37_12,1
36_13,36_14,1
36_14,36_15,1
36_15,36_16,1
36_16,36_17,1
36_17,36_18,1
36_18,36_19,1
36_19,36_20,1
36_20,36_21,1
36_21,36_22,1
36_22,36_23,1
36_23,36_24,1
36_23,37_23,1
36_24,36_25,1
36_24,37_24,1
36_25,36_26,1
36_25,37_25,1
36_26,36_27,1
36_26,37_26,1
36_27,36_28,1
36_27,37_27,1
36_28,36_29,1
36_28,37_28,1
36_29,36_30,1
36_29,37_29,1
36_30,36_31,1
36_30,37_30,1
36_31,36_32,1
36_31,37_31,1
36_32,36_33,1
36_32,37_32,1
36_33,36_34,1
36_33,37_33,1
36_34,36_35,1
36_34,37_34,1
36_35,36_36,1
36_35,37_35,1
36_36,36_37,1
36_36,37_36,1
36_37,36_38,1
36_37,37_37,1
36_38,36_39,1
36_38,37_38,1
36_39,36_40,1
36_39,37_39,1
36_40,36_41,1
36_40,37_40,1
36_41,36_42,1
36_41,37_41,1
36_42,36_43,1
36_42,37_42,1
36_43,36_44,1
36_43,37_43,1
36_44,37_44,1
36_46,36_47,1
36_46,37_46,1
36_47,36_48,1
36_47,37_47,1
36_48,36_49,1
36_48,37_48,1
36_49,36_50,1
36_49,37_49,1
36_50,36_51,1
36_50,37_50,1
36_51,36_52,1
36_51,37_51,1
36_52,36_53,1
36_52,37_52,1
36_53,36_54,1
36_53,37_53,1
36_54,36_55,1
36_54,37_54,1
36_55,36_56,1
36_55,37_55,1
36_56,36_57,1
36_56,37_56,1
36_57,36_58,1
36_57,37_57,1
36_58,36_59,1
36_58,37_58,1
36_59,36_60,1
36_59,37_59,1
36_60,36_61,1
36_60,37_60,1
36_61,36_62,1
36_61,37_61,1
36_62,36_63,1
36_62,37_62,1
36_63,36_64,1
36_63,37_63,1
36_64,36_65,1
36_64,37_64,1
36_65,36_66,1
36_65,37_65,1
36_66,36_67,1
36_66,37_66,1
36_67,36_68,1
36_67,37_67,1
36_68,36_69,1
36_68,37_68,1
36_69,36_70,1
36_69,37_69,1
36_70,36_71,1
36_70,37_70,1
36_71,36_72,1
36_71,37_71,1
36_72,36_73,1
36_72,37_72,1
36_73,36_74,1
36_73,37_73,1
36_74,36_75,1
36_74,37_74,1
36_75,36_76,1
36_75,37_75,1
36_76,36_77,1
36_76,37_76,1
36_77,36_78,1
36_77,37_77,1
36_78,37_78,1
37_1,37_2,1
37_1,38_1,1
37_2,37_3,1
37_2,38_2,1
37_3,37_4,1
37_3,38_3,1
37_4,37_5,1
37_4,38_4,1
37_5,37_6,1
37_5,38_5,1
37_6,37_7,1
37_6,38_6,1
37_7,37_8,1
37_7,38_7,1
37_8,37_9,1
37_8,38_8,1
37_9,37_10,1
37_9,38_9,1
37_10,37_11,1
37_10,38_10,1
37_11,37_12,1
37_11,38_11,1
37_12,38_12,1
37_23,37_24,1
37_23,38_23,1
37_24,37_25,1
37_24,38_24,1
37_25,37_26,1
37_25,38_25,1
37_26,37_27,1
37_26,38_26,1
37_27,37_28,1
37_27,38_27,1
37_28,37_29,1
37_28,38_28,1
37_29,37_30,1
37_29,38_29,1
37_30,37_31,1
37_30,38_30,1
37_31,37_32,1
37_31,38_31,1
37_32,37_33,1
37_32,38_32,1
37_33,37_34,1
37_33,38_33,1
37_34,37_35,1
37_34,38_34,1
37_35,37_36,1
37_36,37_37,1
37_37,37_38,1
37_38,37_39,1
37_39,37_40,1
37_40,37_41,1
37_41,37_42,1
37_42,37_43,1
37_43,37_44,1
37_46,37_47,1
37_46,38_46,1
37_47,37_48,1
37_47,38_47,1
37_48,37_49,1
37_48,38_48,1
37_49,37_50,1
37_49,38_49,1
37_50,37_51,1
37_50,38_50,1
37_51,37_52,1
37_51,38_51,1
37_52,37_53,1
37_52,38_52,1
37_53,37_54,1
37_53,38_53,1
37_54,37_55,1
37_54,38_54,1
37_55,37_56,1
37_55,38_55,1
37_56,37_57,1
37_56,38_56,1
37_57,37_58,1
37_57,38_57,1
37_58,37_59,1
37_58,38_58,1
37_59,37_60,1
37_59,38_59,1
37_60,37_61,1
37_60,38_60,1
37_61,37_62,1
37_61,38_61,1
37_62,37_63,1
37_62,38_62,1
37_63,37_64,1
37_63,38_63,1
37_64,37_65,1
37_64,38_64,1
37_65,37_66,1
37_65,38_65,1
37_66,37_67,1
37_66,38_66,1
37_67,37_68,1
37_67,38_67,1
37_68,37_69,1
37_68,38_68,1
37_69,37_70,1
37_69,38_69,1
37_70,37_71,1
37_70,38_70,1
37_71,37_72,1
37_71,38_71,1
37_72,37_73,1
37_72,38_72,1
37_73,37_74,1
37_73,38_73,1
37_74,37_75,1
37_74,38_74,1
37_75,37_76,1
37_75,38_75,1
37_76,37_77,1
37_76,38_76,1
37_77,37_78,1
37_77,38_77,1
37_78,38_78,1
38_1,38_2,1
38_1,39_1,1
38_2,38_3,1
38_2,39_2,1
38_3,38_4,1
38_3,39_3,1
38_4,38_5,1
38_4,39_4,1
38_5,38_6,1
38_5,39_5,1
38_6,38_7,1
38_6,39_6,1
38_7,38_8,1
38_7,39_7,1
38_8,38_9,1
38_8,39_8,1
38_9,38_10,1
38_9,39_9,1
38_10,38_11,1
38_10,39_10,1
38_11,38_12,1
38_11,39_11,1
38_12,38_13,1
38_12,39_12,1
38_13,38_14,1
38_13,39_13,1
38_14,38_15,1
38_14,39_14,1
38_15,38_16,1
38_15,39_15,1
38_16,38_17,1
38_16,39_16,1
38_17,38_18,1
38_17,39_17,1
38_18,38_19,1
38_18,39_18,1
38_19,38_20,1
38_19,39_19,1
38_20,38_21,1
38_20,39_20,1
38_21,38_22,1
38_21,39_21,1
38_22,38_23,1
38_22,39_22,1
38_23,38_24,1
38_23,39_23,1
38_24,38_25,1
38_24,39_24,1
38_25,38_26,1
38_25,39_25,1
38_26,38_27,1
38_26,39_26,1
38_27,38_28,1
38_27,39_27,1
38_28,38_29,1
38_28,39_28,1
38_29,38_30,1
38_29,39_29,1
38_30,38_31,1
38_30,39_30,1
38_31,38_32,1
38_31,39_31,1
38_32,38_33,1
38_32,39_32,1
38_33,38_34,1
38_33,39_33,1
38_34,39_34,1
38_45,38_46,1
38_45,39_45,1
38_46,38_47,1
38_46,39_46,1
38_47,38_48,1
38_47,39_47,1
38_48,38_49,1
38_48,39_48,1
38_49,38_50,1
38_49,39_49,1
38_50,38_51,1
38_50,39_50,1
38_51,38_52,1
38_51,39_51,1
38_52,38_53,1
38_52,39_52,1
38_53,38_54,1
38_53,39_53,1
38_54,38_55,1
38_54,39_54,1
38_55,38_56,1
38_55,39_55,1
38_56,38_57,1
38_56,39_56,1
38_57,38_58,1
38_57,39_57,1
38_58,38_59,1
38_58,39_58,1
38_59,38_60,1
38_59,39_59,1
38_60,38_61,1
38_60,39_60,1
38_61,38_62,1
38_61,39_61,1
38_62,38_63,1
38_62,39_62,1
38_63,38_64,1
38_63,39_63,1
38_64,38_65,1
38_64,39_64,1
38_65,38_66,1
38_65,39_65,1
38_66,38_67,1
38_66,39_66,1
38_67,38_68,1
38_67,39_67,1
38_68,38_69,1
38_68,39_68,1
38_69,38_70,1
38_69,39_69,1
38_70,38_71,1
38_70,39_70,1
38_71,38_72,1
38_71,39_71,1
38_72,38_73,1
38_72,39_72,1
38_73,38_74,1
38_73,39_73,1
38_74,38_75,1
38_74,39_74,1
38_75,38_76,1
38_75,39_75,1
38_76,38_77,1
38_76,39_76,1
38_77,38_78,1
38_77,39_77,1
38_78,39_78,1
39_1,39_2,1
39_1,40_1,1
39_2,39_3,1
39_2,40_2,1
39_3,39_4,1
39_3,40_3,1
39_4,39_5,1
39_4,40_4,1
39_5,39_6,1
39_5,40_5,1
39_6,39_7,1
39_6,40_6,1
39_7,39_8,1
39_7,40_7,1
39_8,39_9,1
39_8,40_8,1
39_9,39_10,1
39_9,40_9,1
39_10,39_11,1
39_10,40_10,1
39_11,39_12,1
39_11,40_11,1
39_12,39_13,1
39_12,40_12,1
39_13,39_14,1
39_13,40_13,1
39_14,39_15,1
39_14,40_14,1
39_15,39_16,1
39_15,40_15,1
39_16,39_17,1
39_16,40_16,1
39_17,39_18,1
39_17,40_17,1
39_18,39_19,1
39_18,40_18,1
39_19,39_20,1
39_19,40_19,1
39_20,39_21,1
39_20,40_20,1
39_21,39_22,1
39_21,40_21,1
39_22,39_23,1
39_22,40_22,1
39_23,39_24,1
39_23,40_23,1
39_24,39_25,1
39_24,40_24,1
39_25,39_26,1
39_25,40_25,1
39_26,39_27,1
39_26,40_26,1
39_27,39_28,1
39_27,40_27,1
39_28,39_29,1
39_28,40_28,1
39_29,39_30,1
39_30,39_31,1
39_31,39_32,1
39_32,39_33,1
39_33,39_34,1
39_34,39_35,1
39_35,39_36,1
39_36,39_37,1
39_37,39_38,1
39_38,39_39,1
39_39,39_40,1
39_39,40_39,1
39_40,39_41,1
39_40,40_40,1
39_41,39_42,1
39_41,40_41,1
39_42,39_43,1
39_42,40_42,1
39_43,39_44,1
39_43,40_43,1
39_44,39_45,1
39_44,40_44,1
39_45,39_46,1
39_45,40_45,1
39_46,39_47,1
39_46,40_46,1
39_47,39_48,1
39_47,40_47,1
39_48,39_49,1
39_48,40_48,1
39_49,39_50,1
39_49,40_49,1
39_50,39_51,1
39_50,40_50,1
39_51,39_52,1
39_51,40_51,1
39_52,39_53,1
39_52,40_52,1
39_53,39_54,1
39_53,40_53,1
39_54,39_55,1
39_54,40_54,1
39_55,39_56,1
39_55,40_55,1
39_56,39_57,1
39_56,40_56,1
39_57,39_58,1
39_57,40_57,1
39_58,39_59,1
39_58,40_58,1
39_59,39_60,1
39_59,40_59,1
39_60,39_61,1
39_60,40_60,1
39_61,39_62,1
39_61,40_61,1
39_62,39_63,1
39_62,40_62,1
39_63,39_64,1
39_63,40_63,1
39_64,39_65,1
39_64,40_64,1
39_65,39_66,1
39_65,40_65,1
39_66,39_67,1
39_66,40_66,1
39_67,39_68,1
39_67,40_67,1
39_68,39_69,1
39_68,40_68,1
39_69,39_70,1
39_69,40_69,1
39_70,39_71,1
39_70,40_70,1
39_71,39_72,1
39_71,40_71,1
39_72,39_73,1
39_72,40_72,1
39_73,39_74,1
39_73,40_73,1
39_74,39_75,1
39_74,40_74,1
39_75,39_76,1
39_75,40_75,1
39_76,39_77,1
39_76,40_76,1
39_77,39_78,1
39_77,40_77,1
39_78,40_78,1
40_1,40_2,1
40_1,41_1,1
40_2,40_3,1
40_2,41_2,1
40_3,40_4,1
40_3,41_3,1
40_4,40_5,1
40_4,41_4,1
40_5,40_6,1
40_5,41_5,1
40_6,40_7,1
40_6,41_6,1
40_7,40_8,1
40_7,41_7,1
40_8,40_9,1
40_8,41_8,1
40_9,40_10,1
40_9,41_9,1
40_10,40_11,1
40_10,41_10,1
40_11,40_12,1
40_11,41_11,1
40_12,40_13,1
40_12,41_12,1
40_13,40_14,1
40_13,41_13,1
40_14,40_15,1
40_14,41_14,1
40_15,40_16,1
40_15,41_15,1
40_16,40_17,1
40_16,41_16,1
40_17,40_18,1
40_17,41_17,1
40_18,40_19,1
40_18,41_18,1
40_19,40_20,1
40_19,41_19,1
40_20,40_21,1
40_20,41_20,1
40_21,40_22,1
40_21,41_21,1
40_22,40_23,1
40_22,41_22,1
40_23,40_24,1
40_23,41_23,1
40_24,40_25,1
40_24,41_24,1
40_25,40_26,1
40_25,41_25,1
40_26,40_27,1
40_26,41_26,1
40_27,40_28,1
40_27,41_27,1
40_28,41_28,1
40_39,40_40,1
40_39,41_39,1
40_40,40_41,1
40_40,41_40,1
40_41,40_42,1
40_41,41_41,1
40_42,40_43,1
40_42,41_42,1
40_43,40_44,1
40_43,41_43,1
40_44,40_45,1
40_44,41_44,1
40_45,40_46,1
40_45,41_45,1
40_46,40_47,1
40_46,41_46,1
40_47,40_48,1
40_47,41_47,1
40_48,40_49,1
40_48,41_48,1
40_49,40_50,1
40_49,41_49,1
40_50,40_51,1
40_50,41_50,1
40_51,40_52,1
40_51,41_51,1
40_52,40_53,1
40_52,41_52,1
40_53,40_54,1
40_53,41_53,1
40_54,40_55,1
40_54,41_54,1
40_55,40_56,1
40_55,41_55,1
40_56,40_57,1
40_56,41_56,1
40_57,40_58,1
40_57,41_57,1
40_58,40_59,1
40_58,41_58,1
40_59,40_60,1
40_59,41_59,1
40_60,40_61,1
40_60,41_60,1
40_61,40_62,1
40_62,40_63,1
40_63,40_64,1
40_64,40_65,1
40_65,40_66,1
40_66,40_67,1
40_66,41_66,1
40_67,40_68,1
40_67,41_67,1
40_68,40_69,1
40_68,41_68,1
40_69,40_70,1
40_69,41_69,1
40_70,40_71,1
40_70,41_70,1
40_71,40_72,1
40_71,41_71,1
40_72,40_73,1
40_72,41_72,1
40_73,40_74,1
40_73,41_73,1
40_74,40_75,1
40_74,41_74,1
40_75,40_76,1
40_75,41_75,1
40_76,40_77,1
40_76,41_76,1
40_77,40_78,1
40_77,41_77,1
40_78,41_78,1
41_1,41_2,1
41_1,42_1,1
41_2,41_3,1
41_2,42_2,1
41_3,41_4,1
41_3,42_3,1
41_4,41_5,1
41_4,42_4,1
41_5,41_6,1
41_5,42_5,1
41_6,41_7,1
41_6,42_6,1
41_7,41_8,1
41_7,42_7,1
41_8,41_9,1
41_8,42_8,1
41_9,41_10,1
41_9,42_9,1
